,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Гарантия,VIN,Госномер,Владение,Обмен,Кузов №
3262,Toyota Corona EXiV II (ST200),https://auto.ru/cars/used/sale/toyota/corona_exiv/1096863356-2dec4c0e/,139 500 ₽,1994,123 569 км,седан-хардтоп,синий,2.0 л / 140 л.с. / Бензин,4 620 ₽ / год,механическая,передний,Правый,Не требует ремонта,3 или более,Дубликат,Растаможен,,ST2027***********,******|73,,,
3263,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1100503152-19be6a86/,670 000 ₽,2019,52 000 км,универсал 5 дв.,белый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|763,,,
3264,Brilliance H530 I,https://auto.ru/cars/used/sale/brilliance/h530/1099296294-28a82253/,380 000 ₽,2015,110 100 км,седан,белый,"1.6 л / 110 л.с. / Бензин, газобаллонное оборудование",2 640 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X9W**************,******|163,,,
3265,Datsun on-DO I,https://auto.ru/cars/used/sale/datsun/on_do/1085430250-01f34f5a/,430 000 ₽,2017,21 000 км,седан,коричневый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z8N**************,******|163,,,
3266,Honda Fit Shuttle I,https://auto.ru/cars/used/sale/honda/fit_shuttle/1092999974-29038927/,650 000 ₽,2012,85 000 км,универсал 5 дв.,белый,1.5 л / 120 л.с. / Бензин,2 880 ₽ / год,автоматическая,полный,Правый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,,******|124,,Рассмотрю варианты,
3267,Toyota Camry VII (XV50),https://auto.ru/cars/used/sale/toyota/camry/1102196882-20266cd5/,1 255 000 ₽,2012,99 800 км,седан,чёрный,2.5 л / 181 л.с. / Бензин,7 783 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XW7**************,******|163,,,
3268,Skoda Fabia II Рестайлинг,https://auto.ru/cars/used/sale/skoda/fabia/1102005745-a6945210/,509 900 ₽,2012,64 273 км,хэтчбек 5 дв.,белый,1.6 л / 105 л.с. / Бензин,2 520 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XW8**************,,,Рассмотрю варианты,
3269,Chevrolet Niva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/niva/1101244819-c558856d/,425 000 ₽,2013,31 000 км,внедорожник 5 дв.,серебристый,1.7 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X9L**************,******|163,,,
3270,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1089232260-79438afb/,550 000 ₽,2017,49 000 км,седан,серый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,3 года и 8 месяцев,,
3271,Lancia Kappa,https://auto.ru/cars/used/sale/lancia/kappa/1093330532-f8e40f94/,410 000 ₽,1997,130 000 км,седан,голубой,3.0 л / 204 л.с. / Бензин,15 300 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,ZLA**************,******|55,,,
3272,Mercedes-Benz GLC Coupe  I (C253) 300,https://auto.ru/cars/used/sale/mercedes/glc_coupe/1101934989-1bc307f7/,3 750 000 ₽,2019,14 500 км,внедорожник 5 дв.,белый,2.0 л / 245 л.с. / Бензин,18 375 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,До декабря 2022,WDC**************,******|73,,Рассмотрю варианты,
3273,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1087886700-5e8d6768/,365 000 ₽,2013,69 100 км,седан,серый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,,,,
3274,Chevrolet Epica I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/epica/1102217409-51d96c6f/,370 000 ₽,2011,128 000 км,седан,чёрный,2.0 л / 143 л.с. / Бензин,4 719 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XUU**************,******|163,,,
3275,ЗАЗ Sens,https://auto.ru/cars/used/sale/zaz/sens/1101345240-8c3bebf5/,65 000 ₽,2009,100 000 км,хэтчбек 5 дв.,синий,1.3 л / 70 л.с. / Бензин,1 120 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,Y6D**************,******|163,,,
3276,Mitsubishi Pajero Sport II,https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1102209946-8c37d9b9/,950 000 ₽,2011,270 000 км,внедорожник 5 дв.,чёрный,2.5 л / 178 л.с. / Дизель,7 654 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,MMC**************,******|763,,,
3277,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1102092922-350f2748/,590 000 ₽,2017,35 000 км,седан,белый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|763,,,
3278,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1101391041-97a7fb7f/,250 000 ₽,2012,163 000 км,седан,серебристый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,,XTA**************,******|163,,,
3279,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1099884000-fa3de7ed/,400 000 ₽,2018,42 000 км,фургон,белый,1.6 л / 87 л.с. / Бензин,,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|763,2 года и 7 месяцев,,
3280,Chery Tiggo (T11) I,https://auto.ru/cars/used/sale/chery/tiggo/1101311529-2d854bc4/,210 000 ₽,2008,139 800 км,внедорожник 5 дв.,синий,2.0 л / 136 л.с. / Бензин,4 488 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,LVV**************,******|763,10 месяцев,,
3281,Citroen C4 I,https://auto.ru/cars/used/sale/citroen/c4/1101719838-53d3324d/,250 000 ₽,2006,121 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 109 л.с. / Бензин,2 616 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,VF7**************,******|763,4 месяца,,
3282,Nissan R'nessa,https://auto.ru/cars/used/sale/nissan/rnessa/1100114338-352178c8/,138 000 ₽,1997,345 063 км,универсал 5 дв.,голубой,2.4 л / 152 л.с. / Бензин,6 536 ₽ / год,автоматическая,полный,Правый,Не требует ремонта,3 или более,Оригинал,Растаможен,,,******|763,,,
3283,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1101384601-a49fee68/,200 000 ₽,2011,200 000 км,хэтчбек 5 дв.,белый,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
3284,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1101888557-c1e9d6cf/,475 000 ₽,2013,157 376 км,универсал 5 дв.,белый,1.6 л / 105 л.с. / Бензин,2 520 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,2 года и 9 месяцев,,
3285,Lexus LX  III Рестайлинг 2 450d,https://auto.ru/cars/used/sale/lexus/lx/1101836831-d16c1a0f/,6 448 900 ₽,2018,32 000 км,внедорожник 5 дв.,серый,4.5 л / 272 л.с. / Дизель,40 800 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,JTJ**************,,,Рассмотрю варианты,
3286,Porsche Cayenne  II (958) S,https://auto.ru/cars/used/sale/porsche/cayenne/1100452814-214118ba/,1 650 000 ₽,2012,118 000 км,внедорожник 5 дв.,коричневый,4.8 л / 400 л.с. / Бензин,60 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WP1**************,,,Рассмотрю варианты,
3287,Ford Focus II,https://auto.ru/cars/used/sale/ford/focus/1101497060-7d7570fd/,240 000 ₽,2006,117 173 км,седан,белый,1.6 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,X9F**************,******|163,,,
3288,Hyundai Elantra III (XD2) Рестайлинг,https://auto.ru/cars/used/sale/hyundai/elantra/1097519199-b2dd18a1/,110 000 ₽,2003,256 000 км,седан,чёрный,1.6 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,KMH**************,******|763,,,
3289,Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100895484-2e06771f/,360 000 ₽,2010,136 000 км,универсал 5 дв.,чёрный,1.6 л / 115 л.с. / Бензин,2 760 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XWF**************,******|163,,,
3290,Renault Symbol I Рестайлинг 2,https://auto.ru/cars/used/sale/renault/clio_symbol/1051258054-8bb7a/,350 000 ₽,2008,31 000 км,седан,чёрный,1.4 л / 75 л.с. / Бензин,1 200 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,VF1**************,******|163,12 лет и 5 месяцев,,
